trip_id,area_code,trip_days,theme,has_child,has_elderly,has_disabled,companion_count,p0_age,p0_gender,p0_style,p0_home,p0_preferred,p1_age,p1_gender,p1_style,p1_home,p1_preferred
e_e006529,central,2,2,0,0,0,3,40,여,4;4;3;5;4;5;2;6,11,50110;42720;41360,,,,,
e_e006531,central,2,10,0,0,0,1,30,여,2;2;2;3;2;2;2;6,41,50130;42210;28177,,,,,
e_e006534,central,2,1,0,0,0,1,30,남,7;7;1;1;1;4;1;7,41,11200;50130;28185,,,,,
e_e006537,central,2,22,0,0,0,1,30,여,1;4;2;2;6;2;6;5,41,41480;11380;41280,,,,,
e_e006544,central,2,6,0,0,0,1,20,여,1;7;1;4;5;4;1;7,44,41820;46130;44130,,,,,
e_e006546,central,2,6,0,0,0,2,60,남,3;5;2;2;3;3;3;6,41,41480;41800;28710,,,,,
e_e006550,central,2,2,0,0,0,3,60,여,4;4;6;6;6;2;6;5,11,42170;26230;41360,,,,,
e_e006552,central,2,1,0,0,0,1,20,여,7;4;1;2;4;2;3;6,11,50130;46130;28185,,,,,
e_e006554,central,3,1,0,0,0,3,50,남,7;3;3;2;3;4;3;5,11,50110;41830;42150,,,,,
e_e006555,central,2,1,0,0,0,0,30,남,1;2;2;2;2;6;2;2,41,11680;11230;11410,,,,,
e_e006557,central,2,2,0,0,0,2,30,여,2;7;3;2;3;6;2;6,41,41270;41460;41390,,,,,
e_e006572,central,2,1,0,0,0,1,20,여,2;1;1;1;4;2;5;3,11,41360;28260;42210,,,,,
e_e006575,central,2,1,0,0,0,1,20,여,2;1;6;2;2;2;2;3,11,50110;42830;46710,,,,,
e_e006577,central,2,4,0,0,0,0,40,여,4;1;1;3;4;2;3;5,28,42770;50130;28710,,,,,
e_e006585,central,2,1,0,0,0,1,20,여,3;3;3;3;6;3;2;6,11,42210;41210;50110,,,,,
e_e006587,central,2,10,0,0,0,1,30,남,6;6;3;3;3;5;2;4,11,41190;41280;42150,,,,,
e_e006588,central,2,1,0,0,0,1,60,남,2;3;1;4;2;1;1;6,41,41110;41590;50110,,,,,
e_e006591,central,2,11,0,0,0,1,30,남,3;3;2;3;5;5;3;5,41,42230;30140;41610,,,,,
e_e006592,central,2,2,0,0,0,0,30,남,3;4;4;2;4;5;6;5,41,42210;46130;28710,,,,,
e_e006593,central,2,1,0,0,0,1,20,여,2;2;2;2;2;2;2;6,11,50110;42150;26500,,,,,
e_e006600,central,2,13,0,0,0,0,50,여,5;4;5;4;3;5;5;4,11,42110;42130;41830,,,,,
e_e006602,central,2,1,0,0,0,1,40,여,4;1;2;4;3;6;1;6,41,42170;44210;41170,,,,,
e_e006783,central,2,1,0,0,0,0,30,여,2;1;3;4;2;4;1;4,44,11110;50130;50110,,,,,
e_e006785,central,2,2,0,0,0,2,40,여,4;1;1;1;3;3;1;7,41,50110;42210;42820,,,,,
e_e006786,central,2,2,0,0,0,1,30,남,1;2;1;1;1;1;1;4,11,42110;48850;26260,,,,,
e_e006788,central,2,2,0,0,0,3,30,여,1;2;2;4;4;3;6;6,41,42150;46820;11410,,,,,
e_e006789,central,2,1,0,0,0,0,30,여,4;4;1;3;2;6;7;7,45,11110;47130;46150,,,,,
e_e006791,central,2,10,0,0,0,1,20,남,2;2;1;2;5;5;2;6,28,11110;46130;45730,,,,,
e_e006793,central,2,2,0,0,0,0,50,여,3;7;6;4;6;4;5;7,41,42230;50130;43800,,,,,
e_e006794,central,2,1,0,0,0,0,40,남,1;3;2;4;3;2;5;6,41,42150;41820;47130,,,,,
e_e006795,central,2,6,0,0,0,3,30,남,1;1;1;5;7;7;7;7,11,41670;44270;44810,,,,,
e_e006796,central,2,1,0,0,0,0,40,남,4;1;2;1;2;2;6;4,11,26230;26350;50110,,,,,
e_e006800,central,2,2,0,0,0,1,30,여,3;2;2;5;5;3;6;6,11,50110;42150;42780,,,,,
e_e006801,central,2,2,0,0,0,3,30,남,4;2;3;2;2;4;2;1,41,42150;42820;27200,,,,,
e_e006802,central,2,2,0,0,0,1,30,남,2;2;3;3;3;4;2;5,41,42750;47110;50130,,,,,
e_e006804,central,2,1,0,0,0,0,20,여,7;1;5;7;6;6;6;5,11,11110;30200;26350,,,,,
e_e006805,central,2,2,0,0,0,2,30,남,7;2;2;2;6;6;2;2,11,41480;42720;41210,,,,,
e_e006808,central,2,22,0,0,0,1,60,여,2;4;2;2;2;3;2;5,41,42820;42780;41650,,,,,
e_e006810,central,2,2,0,0,0,1,30,여,4;4;4;4;4;4;4;4,41,31170;48120;41130,,,,,
e_e006813,central,2,2,0,0,0,2,30,여,3;5;2;2;5;3;5;4,28,28200;41390;28110,,,,,
e_e006815,central,2,1,0,0,0,0,20,여,3;1;2;3;3;5;5;5,11,50130;43730;11170,,,,,
e_e006816,central,2,2,0,0,0,1,30,남,3;1;1;1;1;2;1;6,11,42150;42820;47130,,,,,
e_e006818,central,2,22,0,0,0,2,40,여,1;4;4;5;4;4;6;5,11,41480;50110;42150,,,,,
e_e006820,central,2,1,0,0,0,0,30,여,4;2;4;3;3;4;2;3,11,47130;42150;50130,,,,,
e_e006823,central,2,10,0,0,0,1,30,여,6;2;1;6;7;6;1;7,11,41360;48310;50110,,,,,
e_e006826,central,2,2,0,0,0,3,30,여,4;4;2;1;4;6;6;6,41,41460;28110;41110,,,,,
e_e006828,central,2,1,0,0,0,0,30,여,2;5;2;6;6;4;2;2,41,41480;41570;11380,,,,,
e_e006830,central,2,10,0,0,0,1,40,여,1;1;2;7;6;4;1;3,41,42760;42150;41500,,,,,
e_e006831,central,2,11,0,0,0,3,30,여,4;3;3;3;5;5;3;6,41,42210;43800;11710,,,,,
e_e006833,central,2,11,0,0,0,3,30,남,2;4;2;4;5;3;3;5,11,42150;41830;43150,,,,,
e_e006834,central,2,21,0,0,0,2,60,여,1;5;1;1;2;7;1;7,11,50130;42150;26350,,,,,
e_e006837,central,2,22,0,0,0,1,60,여,5;4;5;2;4;5;2;7,41,50130;42210;26230,,,,,
e_e006840,central,2,2,0,0,0,1,40,여,4;3;2;4;5;4;5;5,41,41820;42150;43150,,,,,
e_e006844,central,2,1,0,0,0,1,40,남,4;3;1;4;4;2;4;5,41,47130;26710;41390,,,,,
e_e006846,central,2,1,0,0,0,1,30,여,7;1;1;1;7;1;1;7,28,50130;42150;26350,,,,,
e_e006849,central,2,21,0,0,0,1,60,남,6;2;4;2;2;2;2;6,11,42210;26350;50130,,,,,
e_e006851,central,2,22,0,0,0,3,40,남,2;3;4;6;3;6;3;5,41,41480;11380;41630,,,,,
e_e006852,central,2,12,0,0,0,2,60,남,2;2;2;3;2;6;2;6,11,42230;41360;50130,,,,,
e_e006853,central,2,1,0,0,0,1,60,여,2;3;2;2;2;2;2;6,11,50130;46730;42150,,,,,
e_e006854,central,2,12,0,0,0,2,60,여,1;6;1;2;1;6;1;7,41,48840;11110;42110,,,,,
e_e006855,central,2,21,0,0,0,5,40,여,1;1;3;5;3;2;5;3,11,42210;41800;44825,,,,,
e_e006856,central,2,26,0,0,0,3,40,여,3;1;2;4;5;5;2;6,11,42210;41820;43800,,,,,
e_e006861,central,2,4,0,0,0,1,30,여,1;1;1;2;4;2;1;2,41,42210;26350;43760,,,,,
e_e006862,central,2,1,0,0,0,0,20,여,2;2;2;1;6;5;2;5,28,50110;30200;47130,,,,,
e_e006863,central,2,4,0,0,0,3,30,남,3;2;6;5;6;2;1;5,41,42190;41460;11680,,,,,
e_e006865,central,2,1,0,0,0,0,30,여,3;2;2;3;2;3;6;4,41,42150;42750;47920,,,,,
e_e006867,central,2,10,0,0,0,2,40,여,3;4;4;3;3;3;2;6,41,42210;41820;41360,,,,,
e_e006869,central,2,22,0,0,0,1,20,여,2;3;2;4;4;6;2;5,41,42770;11110;41110,,,,,
e_e006871,central,2,11,0,0,0,3,30,여,1;7;4;5;2;4;1;2,11,41450;41460;41280,,,,,
e_e006874,central,2,21,0,0,0,0,50,여,3;4;3;1;2;4;5;1,41,50130;47280;43130,,,,,
e_e006875,central,2,2,0,0,0,1,30,여,1;1;1;4;6;1;6;7,41,41190;42150;11680,,,,,
e_e006876,central,2,2,0,0,0,1,20,여,2;1;6;1;2;1;1;6,41,11200;42820;26710,,,,,
e_e006877,central,2,2,0,0,0,1,30,남,7;1;1;3;2;4;2;2,11,11140;50130;42210,,,,,
e_e006879,central,2,22,0,0,0,2,30,남,3;4;5;4;2;3;5;2,41,28710;26380;41570,,,,,
e_e006880,central,2,11,0,0,0,2,50,남,2;1;1;6;6;1;2;6,11,41590;43750;44810,,,,,
e_e006882,central,2,1,0,0,0,0,30,여,1;2;2;2;1;3;3;6,11,50130;42760;26350,,,,,
e_e006883,central,2,10,0,0,0,1,60,남,2;3;3;3;4;4;2;3,11,42830;44210;50110,,,,,
e_e006884,central,2,25,0,0,0,1,30,남,1;1;1;3;1;1;2;5,11,42130;42750;42770,,,,,
e_e006886,central,2,1,0,0,0,1,20,남,4;3;3;4;2;3;4;5,43,11680;50110;26350,,,,,
e_e006887,central,2,1,0,0,0,0,20,여,1;1;1;7;4;4;7;7,41,42150;41500;47130,,,,,
e_e006890,central,2,11,0,0,0,1,40,남,6;1;1;3;7;1;6;6,11,28110;42760;28185,,,,,
e_e006892,central,2,2,0,0,0,1,20,남,1;1;1;6;7;4;7;7,11,42760;47930;50110,,,,,
e_e006893,central,2,1,0,0,0,0,30,여,4;5;5;4;6;4;5;4,28,47850;50130;41130,,,,,
